"ensembl"	"external_gene_name"	"Mia_HighGluc_CONT_Rep1"	"Mia_HighGluc_CONT_Rep2"	"Mia_HighGluc_CONT_Rep3"	"Mia_HighGluc_KO_Rep1"	"Mia_HighGluc_KO_Rep2"	"Mia_HighGluc_KO_Rep3"	"Mia_LowGluc_CONT_Rep1"	"Mia_LowGluc_CONT_Rep2"	"Mia_LowGluc_CONT_Rep3"	"Mia_LowGluc_KO_Rep1"	"Mia_LowGluc_KO_Rep2"	"Mia_LowGluc_KO_Rep3"
"ENSG00000223379"	"AL391987.2"	0	0	0.06	0.03	0	0	0.06	0.1	0.06	0.03	0	0
"ENSG00000223381"	"AL356476.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223382"	"LINC01778"	0.04	0.01	0	0.07	0.12	0.11	0.09	0.05	0.06	0.07	0.07	0.03
"ENSG00000223383"	"HIST1H2APS6"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223387"	"LINC02068"	0.01	0.01	0	0	0.06	0.07	0.07	0	0.06	0	0	0.06
"ENSG00000223389"	"SDCBP2P1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223390"	"AL445685.1"	0	0	0.03	0	0	0.03	0.04	0.03	0	0.02	0.03	0.02
"ENSG00000223391"	"AC006210.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223392"	"CLDN10-AS1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223393"	"AL118511.1"	0.02	0.02	0.03	0.03	0.01	0.04	0	0.02	0.03	0.03	0.03	0
"ENSG00000223394"	"TRBV29OR9-2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223395"	"RBM22P7"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223396"	"RPS10P7"	0.07	0.05	0.1	0.11	0.09	0.1	0.2	0.15	0.18	0.09	0.07	0.18
"ENSG00000223398"	"AC027124.1"	0	0	0	0	0	0	0.03	0.04	0	0	0	0
"ENSG00000223400"	"AP006748.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223402"	"AC074121.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223403"	"MEG9"	0	0	0	0.05	0	0	0	0	0	0.02	0	0
"ENSG00000223404"	"LINC00397"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223406"	"XKRYP5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223407"	"USP9YP18"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223409"	"RPL17P17"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223410"	"AL009050.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223414"	"LINC00473"	0.7	0.7	0.77	0.23	0.3	0.12	0.03	0.1	0.08	0.1	0.05	0.13
"ENSG00000223416"	"RPS26P15"	0	0.13	0	0.01	0	0.07	0	0	0	0	0	0.1
"ENSG00000223417"	"TRIM49D1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223418"	"AC004554.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223419"	"AC006022.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223421"	"AL354854.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223422"	"AC007274.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223427"	"AC016716.1"	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0
"ENSG00000223428"	"AC010997.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223429"	"AL139156.1"	0.02	0	0	0.03	0.01	0.02	0.01	0	0.01	0	0.02	0.01
"ENSG00000223430"	"AC011243.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223431"	"MTND6P21"	0	0	0	0	0	0	0	0.03	0	0	0	0
"ENSG00000223432"	"AC009988.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223433"	"RPS29P9"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223436"	"AC011625.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223437"	"TMSB4XP3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223438"	"AC235097.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223440"	"AL589642.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223442"	"TH2LCRR"	0.05	0.11	0.08	0.04	0.04	0.05	0.03	0	0.04	0	0.1	0.2
"ENSG00000223443"	"USP17L2"	0	0	0	0	0	0	0.01	0	0	0	0	0
"ENSG00000223445"	"RPL6P21"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223446"	"AL451065.1"	0	0	0	0.13	0	0.14	0	0	0	0.26	0.28	0.4
"ENSG00000223450"	"AL590632.1"	0.33	0.05	0.34	0.15	0.13	0.33	0.18	0.05	0.14	0.25	0.05	0.15
"ENSG00000223452"	"HMGN2P18"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223455"	"AL355298.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223457"	"HTATSF1P1"	0	0	0	0	0	0	0	0	0	0.01	0	0
"ENSG00000223458"	"LMO7DN-IT1"	0	0	0	0	0	0	0.11	0	0	0	0	0
"ENSG00000223459"	"TCAF1P1"	6.05	6.57	5.74	6	6.9	6.06	1.92	2.47	2.76	1.88	1.83	2.15
"ENSG00000223460"	"GAPDHP69"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223461"	"AC004471.1"	0.49	0.72	0.65	0.89	0.81	0.71	0.81	0.63	0.5	1.04	1	1.21
"ENSG00000223462"	"AL353801.1"	0.04	0.04	0	0.04	0	0	0	0	0.08	0	0.04	0
"ENSG00000223466"	"LINC01825"	0.02	0.06	0.09	0.12	0.05	0.1	0.04	0.08	0.06	0.09	0.06	0.1
"ENSG00000223467"	"CALM1P1"	0.08	0	0	0	0	0.04	0	0	0	0	0.04	0
"ENSG00000223469"	"AL157371.1"	0	0	0	0	0	0	0.04	0	0	0	0	0
"ENSG00000223470"	"AL117338.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223475"	"AC099681.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223476"	"VN1R42P"	0.13	0.12	0.06	0.45	0.15	0.44	0.15	0.12	0.38	0.17	0.12	0.06
"ENSG00000223478"	"AL441992.1"	4.22	4.1	2.83	4.51	3.78	4.47	2.07	2.25	3.28	1.6	1.48	1.6
"ENSG00000223479"	"LINC02238"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223482"	"NUTM2A-AS1"	9.09	10.9	7.52	5.49	5.58	7.13	9.54	10.18	9.2	5.54	6.34	6.11
"ENSG00000223484"	"TRPC6P"	0	0.01	0	0	0	0	0	0.02	0	0	0	0
"ENSG00000223485"	"LINC01615"	0.16	0.13	0.17	1.68	1.84	2.15	0.89	0.83	0.74	1.74	1.94	1.96
"ENSG00000223486"	"AC092198.1"	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01
"ENSG00000223487"	"FRMPD4-AS1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223488"	"MAPK6PS2"	0	0	0	0.01	0	0	0	0	0	0	0	0
"ENSG00000223489"	"NEFHP1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223490"	"CHCHD2P5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223492"	"AL391097.1"	0	0.01	0	0	0	0	0	0	0	0	0	0
"ENSG00000223495"	"AC239859.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223496"	"EXOSC6"	19.75	23.86	20.12	18.39	20.17	19.64	41.01	39.86	36.96	16.2	14.85	16.3
"ENSG00000223497"	"AC063979.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223498"	"AL929302.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223500"	"AC083862.1"	0.01	0	0	0.02	0.01	0.01	0.02	0.01	0	0	0.01	0.01
"ENSG00000223501"	"VPS52"	11.62	11.14	11.47	9.54	9.65	10.07	7.26	8.45	9.3	7.26	7.44	8.46
"ENSG00000223502"	"AL731537.1"	0	0.04	0	0	0	0	0	0	0	0	0	0
"ENSG00000223503"	"AL353807.1"	0.02	0.04	0.04	0.06	0.15	0.16	0.11	0.04	0.08	0.06	0.02	0.04
"ENSG00000223504"	"AL646090.1"	0	0	0	0	0	0	0	0	0	0	0	0.03
"ENSG00000223505"	"AC114402.1"	0.14	0.13	0.25	0.19	0.17	0.21	0.11	0.2	0.3	0.37	0.52	0.44
"ENSG00000223506"	"SLC20A1P1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223508"	"RPL23AP53"	1.82	2.34	1.67	2.86	2.97	2.36	2.38	2.21	2.65	2.81	2.67	2.71
"ENSG00000223509"	"AC135983.2"	2.23	2.04	1.75	1.97	1.55	1.3	0.94	1.29	1.19	1.85	1.82	1.69
"ENSG00000223510"	"CDRT15"	0.02	0.04	0.06	0.02	0	0.04	0.03	0.02	0	0.02	0	0
"ENSG00000223511"	"AL683807.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223513"	"ATP6V0E1P2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223514"	"AC004866.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223516"	"AFF2-IT1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223517"	"AC010723.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223518"	"CSNK1A1P1"	0.01	0.02	0.02	0	0.01	0.01	0.01	0.01	0.01	0	0	0.01
"ENSG00000223519"	"KIF28P"	0	0	0	0	0	0	0.02	0	0.01	0	0	0
"ENSG00000223522"	"AC093690.1"	0.01	0.01	0.04	0.06	0.02	0.02	0.04	0.03	0.02	0.03	0.05	0.03
"ENSG00000223523"	"AC092598.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223525"	"RABGAP1L-IT1"	0	0	0.02	0	0	0	0	0	0.02	0	0	0
"ENSG00000223528"	"AL359094.1"	0.08	0.05	0.05	0.07	0.04	0.02	0.07	0	0.03	0	0.05	0.07
"ENSG00000223529"	"EEF1A1P8"	0.04	0.02	0.04	0.02	0.01	0.04	0.07	0.04	0.02	0.05	0.03	0.03
"ENSG00000223530"	"AC012506.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223534"	"HLA-DQB1-AS1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223535"	"FAM90A17P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223536"	"AC008164.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223537"	"AL109947.1"	0	0	0	0	0	0	0	0.05	0	0	0	0
"ENSG00000223538"	"AC079602.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223539"	"AC011431.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223540"	"RPS15AP5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223542"	"AL024497.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223543"	"TCEAL4P1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223544"	"AC005838.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223546"	"LINC00630"	2.18	2.16	2.05	2.24	1.91	2.47	2.71	2.98	2.57	3	2.7	3.06
"ENSG00000223547"	"ZNF844"	0.03	0.01	0.01	0.04	0.02	0	0.14	0.02	0.04	0.04	0.02	0.02
"ENSG00000223548"	"AC034228.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223549"	"MTND5P28"	0.02	0.02	0.01	0	0.01	0.01	0.03	0.01	0.01	0	0	0.01
"ENSG00000223550"	"SNRPBP1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223551"	"TMSB4XP4"	0.16	0.3	0.27	0.23	0.15	0.21	0.1	0.15	0.24	0.27	0.29	0.38
"ENSG00000223552"	"AC098613.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223553"	"SMPD4P1"	0	0	0	0	0	0	0.06	0	0	0	0.01	0
"ENSG00000223554"	"AC078851.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223555"	"USP9YP23"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223558"	"TRIM60P17"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223559"	"AC073136.1"	0.02	0.03	0.03	0.04	0.02	0.04	0.03	0.01	0.03	0.03	0.04	0.02
"ENSG00000223561"	"AC005165.1"	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0
"ENSG00000223563"	"AP001599.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223564"	"CYP4F32P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223565"	"AC069540.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223566"	"TNRC18P2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223568"	"RPL3P11"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223569"	"USP17L15"	0.01	0.01	0.01	0.01	0.01	0	0.01	0.02	0.02	0	0.01	0.01
"ENSG00000223570"	"AL592045.1"	0	0.06	0	0	0.1	0	0.05	0.06	0.05	0	0	0
"ENSG00000223571"	"DHRSX-IT1"	0	0.02	0	0	0	0.02	0	0	0.02	0	0.02	0
"ENSG00000223572"	"CKMT1A"	4.12	4.21	3.62	4.9	4.83	5.36	0.78	0.55	0.82	1.71	1.83	2.21
"ENSG00000223573"	"TINCR"	0.98	0.76	0.99	1.32	1.52	1.64	0.97	0.81	0.59	0.78	0.96	0.78
"ENSG00000223574"	"TPMTP4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223575"	"RBMX2P3"	0	0.03	0.04	0.01	0.01	0	0.01	0	0.01	0.03	0	0
"ENSG00000223576"	"AL355001.1"	0.04	0	0	0	0	0.04	0	0.04	0	0	0	0.04
"ENSG00000223581"	"AL590095.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223583"	"AL513365.1"	0	0	0.14	0.03	0	0	0.02	0.06	0	0.05	0	0.05
"ENSG00000223584"	"TVP23CP1"	0	0	0	0	0.02	0	0	0	0	0	0	0
"ENSG00000223586"	"LINC01312"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223587"	"LINC01986"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223589"	"AL139158.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223591"	"CENPVL1"	0	0	0.02	0.03	0.03	0.01	0	0.02	0.02	0	0.02	0.01
"ENSG00000223592"	"FNDC3CP"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223593"	"AL356806.1"	0	0.01	0.01	0	0	0	0.01	0.03	0	0	0	0
"ENSG00000223595"	"LYPLA1P1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223597"	"LINC02142"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223598"	"AL138733.1"	0	0	0	0	0	0	0	0	0	0.01	0	0.03
"ENSG00000223599"	"AL513523.1"	0.03	0.05	0.03	0.16	0.12	0.13	0.1	0.13	0.06	0.08	0.07	0.07
"ENSG00000223600"	"EEF1A1P41"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223601"	"EBLN1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223602"	"AC125634.1"	0	0	0	0	0	0.02	0	0.01	0	0	0	0
"ENSG00000223603"	"CRPP1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223604"	"AC007394.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223605"	"AC107399.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223608"	"DSCR4-IT1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223609"	"HBD"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223611"	"SUPT20HL2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223612"	"AC241585.1"	0.71	1.36	1.05	1.06	1.08	1.25	0.43	0.74	1.12	0.73	0.55	0.52
"ENSG00000223614"	"ZNF735"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223615"	"AL807761.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223617"	"LINC00370"	0	0	0.02	0	0.03	0.02	0.14	0.15	0.07	0	0.04	0
"ENSG00000223619"	"MTCO1P17"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223620"	"RBM48P1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223621"	"AK4P4"	0	0	0	0	0	0	0.02	0	0	0.02	0	0
"ENSG00000223622"	"GSTA6P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223623"	"AL133268.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223624"	"AL033528.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223625"	"CYCSP32"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223626"	"LINC01044"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223628"	"AC023449.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223629"	"DEFA8P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223631"	"LINC01120"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223634"	"AC012506.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223635"	"AL121990.1"	0.03	0.05	0.05	0	0.13	0	0.02	0	0.07	0	0.05	0.07
"ENSG00000223636"	"UBE2Q2P5Y"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223637"	"RBMY2EP"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223638"	"RFPL4A"	0	0	0	0	0	0	0.53	0.19	0.05	0.02	0	0
"ENSG00000223640"	"RPL30P3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223641"	"TTTY17C"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223642"	"AC008277.1"	0.07	0.06	0.04	0	0	0.02	0.01	0	0	0	0	0.02
"ENSG00000223643"	"BX284668.1"	0	0	0	0	0	0	0	0	0	0	0.03	0
"ENSG00000223646"	"AC002463.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223647"	"LINC01946"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223648"	"IGHV3-64"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223649"	"AC105275.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223650"	"UHRF2P1"	0.01	0.01	0.02	0.02	0.01	0.01	0.02	0.03	0	0.01	0	0
"ENSG00000223651"	"AL049812.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223652"	"AC106786.1"	0.14	0.02	0.05	0.16	0.21	0.16	0.24	0.39	0.48	0.02	0.11	0.1
"ENSG00000223653"	"AL078459.1"	0.01	0.05	0.01	0.05	0.09	0.11	0.17	0.07	0.12	0.04	0.03	0.01
"ENSG00000223655"	"RAB9AP3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223656"	"HMGB3P10"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223657"	"KRT8P51"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223658"	"C1GALT1C1L"	1.84	1.72	1.39	1.07	1.13	1.28	0.69	1.5	2.12	0.67	0.66	0.75
"ENSG00000223660"	"AC245052.1"	0	0.08	0	0	0	0	0.07	0	0	0	0.04	0
"ENSG00000223662"	"SAMSN1-AS1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223663"	"NDUFB4P8"	0.06	0.05	0.1	0.05	0	0	0	0.05	0.05	0	0	0
"ENSG00000223665"	"AC000058.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223668"	"EEF1A1P24"	0.01	0.02	0.02	0.01	0	0	0.01	0.02	0.01	0	0.01	0.01
"ENSG00000223669"	"AL357033.2"	0	0.02	0.07	0	0	0	0.02	0	0	0	0.02	0
"ENSG00000223671"	"RPL34P3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223672"	"AL162386.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223675"	"AC093117.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223676"	"RPL34P26"	0	0	0	0	0	0	0	0	0	0.05	0	0
"ENSG00000223677"	"OR2AD1P"	0	0	0	0	0	0	0.02	0.01	0	0.01	0	0
"ENSG00000223678"	"AL356218.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223679"	"AC245054.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223683"	"RPSAP65"	0.03	0.05	0	0.02	0	0.03	0.02	0	0	0	0	0.05
"ENSG00000223684"	"IFNWP18"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223685"	"LINC00571"	0.16	0.06	0	0.03	0.03	0.06	0.47	0.44	0.28	0.45	0.44	0.32
"ENSG00000223688"	"RPS24P14"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223691"	"AC068044.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223692"	"DIP2A-IT1"	0.09	0	0.04	0	0.07	0.09	0	0.04	0	0	0.04	0
"ENSG00000223694"	"ADH5P3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223695"	"FO393418.1"	0	0	0	0	0.03	0.03	0.03	0.03	0.03	0	0.03	0.03
"ENSG00000223697"	"AF230666.1"	0.33	0.2	0.22	0.17	0.22	0.24	0.12	0.13	0.12	0.15	0.1	0.17
"ENSG00000223698"	"GOLGA6L11P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223701"	"RAET1E-AS1"	0	0.04	0	0	0	0	0	0.08	0	0	0	0
"ENSG00000223702"	"ZDHHC20P2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223703"	"AC027612.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223704"	"LINC01422"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223705"	"NSUN5P1"	5.21	6.18	6.38	5.91	6.26	5.61	3.18	3.98	3.77	2.59	2.7	2.69
"ENSG00000223707"	"SFR1P2"	0	0	0	0	0	0	0.02	0	0.02	0	0	0
"ENSG00000223709"	"TRIM64EP"	0	0	0	0	0	0	0	0	0	0	0	0.01
"ENSG00000223710"	"CRYGGP"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223711"	"AC069213.1"	0	0	0	0	0	0	0.03	0.02	0.04	0	0.04	0.04
"ENSG00000223714"	"AL109797.1"	0.08	0.06	0.06	0.15	0.07	0.22	0.05	0.07	0.12	0.05	0.09	0.08
"ENSG00000223715"	"LINC01208"	0	0	0	0	0	0	0	0	0	0.02	0	0
"ENSG00000223716"	"AL135785.1"	0	0	0	0	0	0	0	0.05	0	0	0	0
"ENSG00000223717"	"DNAJA1P1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223718"	"AC093107.1"	0.33	0.33	0.32	0.34	0.21	0.46	0.06	0.15	0.2	0.11	0.12	0.05
"ENSG00000223719"	"AC069277.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223720"	"AL109659.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223721"	"UQCRFS1P2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223722"	"AC023157.1"	0.05	0.04	0	0	0.04	0.05	0.08	0	0.04	0.04	0.13	0.09
"ENSG00000223723"	"BX842568.2"	0	0	0	0.01	0.02	0.01	0	0.01	0.01	0.01	0.02	0
"ENSG00000223724"	"RAD17P2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223725"	"AC009226.1"	0	0	0.05	0.02	0	0.03	0.02	0.03	0.03	0	0	0
"ENSG00000223726"	"AL020994.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223727"	"AC034195.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223728"	"AC239801.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223729"	"LINC02247"	0	0.02	0.02	0	0	0	0	0	0	0.07	0.02	0
"ENSG00000223730"	"Z83838.1"	0	0	0	0.01	0.01	0.02	0.04	0	0	0.03	0	0.03
"ENSG00000223731"	"SUPT20HL1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223732"	"AL359706.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223733"	"RPL18AP14"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223734"	"AC098828.2"	0.06	0.03	0.05	0.12	0	0.06	0.11	0.05	0.07	0.07	0.1	0.07
"ENSG00000223735"	"OR51B3P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223738"	"AC016930.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223739"	"AC007389.2"	0.08	0	0	0	0	0	0	0.08	0	0.07	0	0
"ENSG00000223740"	"AC092447.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223741"	"PSMD4P1"	0	0.01	0	0.01	0.02	0.01	0	0	0	0.01	0	0
"ENSG00000223742"	"AC112495.1"	0	0	0	0	0	0	0	0	0.02	0	0	0
"ENSG00000223744"	"RBMY2GP"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223745"	"CCDC18-AS1"	1.21	1.43	1.94	2.51	1.88	2.07	1.94	2.71	2.23	1.52	1.37	1.68
"ENSG00000223746"	"ELOCP30"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223749"	"MIR503HG"	0.11	0.29	0.55	0.16	0.17	0.18	0.11	0.04	0.02	0.06	0	0.13
"ENSG00000223750"	"SIRPB3P"	0.03	0.01	0.01	0	0	0	0	0	0	0	0	0
"ENSG00000223751"	"AC116609.1"	0	0	0	0	0	0	0	0	0	0	0.03	0
"ENSG00000223753"	"AC234775.1"	0	0	0	0	0	0	0	0.02	0	0	0.02	0
"ENSG00000223754"	"AC008073.1"	0	0	0	0	0	0	0.02	0	0	0	0	0
"ENSG00000223756"	"TSSC2"	0.01	0	0.02	0.01	0	0.01	0.01	0	0	0	0.01	0.01
"ENSG00000223760"	"MED15P9"	0	0.01	0.01	0	0.01	0.01	0.02	0.01	0.01	0.01	0	0
"ENSG00000223761"	"AL138767.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223764"	"AL645608.1"	0.17	0.12	0.17	2.15	1.64	1.97	0.19	0.22	0.31	0.34	0.35	0.34
"ENSG00000223765"	"LINC01626"	0	0.04	0	0	0	0.04	0	0	0	0	0	0
"ENSG00000223768"	"LINC00205"	1.48	1.52	1.34	1.46	0.99	1.75	1.94	1.88	1.97	0.71	0.8	0.98
"ENSG00000223770"	"AC006145.1"	0	0	0	0	0	0	0.03	0.03	0.01	0	0	0
"ENSG00000223772"	"GEMIN8P3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223773"	"CD99P1"	0.22	0.36	0.35	0.72	0.59	0.75	0.27	0.25	0.46	0.31	0.26	0.24
"ENSG00000223774"	"AL513217.1"	0.09	0	0	0.14	0.19	0.05	0.27	0.28	0.07	0.13	0.05	0.05
"ENSG00000223776"	"LGALS8-AS1"	0.17	0.21	0.19	0.12	0.27	0.34	0.47	0.45	0.35	0.34	0.37	0.36
"ENSG00000223777"	"AC092162.1"	0	0	0	0	0	0	0	0	0	0	0	0
